No,shipment_order_no,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code,,,
1403,TRD2022082301312,Bunderan,61153,Labuhan Sangoro,84383,14,24,SIUNT,,,
1404,TRD2022082301363,Bunderan,61153,Lakarsantri,60211,1,2,SIUNT,,,
1405,TRD2022082301320,Bunderan,61153,Lalolara,93561,9,11,SIUNT,,,
1406,TRD2022082301431,Bunderan,61153,Lateri,97231,3,4,SIUNT,,,
1407,TRD2022082301296,Bunderan,61153,Lengkong,40287,2,3,SIUNT,,,
1408,TRD2022082301352,Bunderan,61153,Lengkong,40287,2,3,SIUNT,,,
1409,TRD2022082301444,Bunderan,61153,Lengkong,40287,2,3,SIUNT,,,
1410,TRD2022082301491,Bunderan,61153,Limbanganbarat,44186,3,5,SIUNT,,,
1411,TRD2022082301323,Bunderan,61153,Lok Bahu,75125,3,5,SIUNT,,,
1412,TRD2022082301289,Bunderan,61153,Loleng,75561,9,12,SIUNT,,,
1413,TRD2022082301287,Bunderan,61153,Maburai,71571,9,12,SIUNT,,,
1414,TRD2022082301328,Bunderan,61153,Margajaya,16116,1,2,SIUNT,,,
1415,TRD2022082301377,Bunderan,61153,Marsangap,22384,9,12,SIUNT,,,
1416,TRD2022082301271,Bunderan,61153,Maskuning Wetan,68271,4,6,SIUNT,,,
1417,TRD2022082301304,Bunderan,61153,Mekar Bhuwana,80352,6,9,SIUNT,,,
1418,TRD2022082301420,Bunderan,61153,Mekarsari,16452,1,2,SIUNT,,,
1419,TRD2022082301471,Bunderan,61153,Mekarsari,15720,1,2,SIUNT,,,
1420,TRD2022082301306,Bunderan,61153,Mekarsari,16452,1,2,SIUNT,,,
1421,TRD2022082301331,Bunderan,61153,Melasu Baru,77482,12,14,SIUNT,,,
1422,TRD2022082301251,Bunderan,61153,Mulyasari,43285,5,7,SIUNT,,,
1423,TRD2022082301387,Bunderan,61153,Nanggerang,16320,1,2,SIUNT,,,
1424,TRD2022082301321,Bunderan,61153,Ngelom,61257,2,3,SIUNT,,,
1425,TRD2022082301260,Bunderan,61153,Ngijo,65152,4,6,SIUNT,,,
1426,TRD2022082301245,Bunderan,61153,Ngroto,58371,4,6,SIUNT,,,
1427,TRD2022082301373,Bunderan,61153,Nijang,84316,7,9,SIUNT,,,
1428,TRD2022082301318,Bunderan,61153,Ongkoe,90953,5,7,SIUNT,,,
1429,TRD2022082301302,Bunderan,61153,Padang Maninjau,21455,7,10,SIUNT,,,
1430,TRD2022082301343,Bunderan,61153,Padang Siandomang,22473,9,12,SIUNT,,,
1431,TRD2022082301292,Bunderan,61153,Pakis,68419,3,4,SIUNT,,,
1432,TRD2022082301449,Bunderan,61153,Pangkajene,91611,5,7,SIUNT,,,
1433,TRD2022082301496,Bunderan,61153,Panjer,80113,2,3,SIUNT,,,
1434,TRD2022082301367,Bunderan,61153,Panjer,80113,2,3,SIUNT,,,
1435,TRD2022082301460,Bunderan,61153,Parakanhonje,46187,5,7,SIUNT,,,
1436,TRD2022082301355,Bunderan,61153,Pardomuan,22395,9,12,SIUNT,,,
1437,TRD2022082301405,Bunderan,61153,Parung Serab,15153,1,2,SIUNT,,,
1438,TRD2022082301375,Bunderan,61153,Pasar Ujung,39372,6,8,SIUNT,,,
1439,TRD2022082301397,Bunderan,61153,Pasir Putih,36139,2,4,SIUNT,,,
1440,TRD2022082301404,Bunderan,61153,Pelita Jaya,31611,4,5,SIUNT,,,
1441,TRD2022082301354,Bunderan,61153,Pematang Pudu,28784,7,10,SIUNT,,,
1442,TRD2022082301436,Bunderan,61153,Pemecutan,80231,2,3,SIUNT,,,
1443,TRD2022082301393,Bunderan,61153,Pemecutan,80232,2,3,SIUNT,,,
1444,TRD2022082301278,Bunderan,61153,Pemecutan,80232,2,3,SIUNT,,,
1445,TRD2022082301353,Bunderan,61153,Pempatan,80863,6,9,SIUNT,,,
1446,TRD2022082301465,Bunderan,61153,Pencong,90244,5,7,SIUNT,,,
1447,TRD2022082301472,Bunderan,61153,Penkase Oeleta,85231,4,6,SIUNT,,,
1448,TRD2022082301467,Bunderan,61153,Rajabasa Baru,34199,7,9,SIUNT,,,
1449,TRD2022082301351,Bunderan,61153,Rangau Raya,74271,9,11,SIUNT,,,
1450,TRD2022082301359,Bunderan,61153,Rengas,15412,1,2,SIUNT,,,
1451,TRD2022082301414,Bunderan,61153,Riam Durian,74161,9,11,SIUNT,,,
1452,TRD2022082301396,Bunderan,61153,Sabamban,74363,9,11,SIUNT,,,
1453,TRD2022082301453,Bunderan,61153,Sangaji Utara,97751,3,5,SIUNT,,,
1454,TRD2022082301313,Bunderan,61153,Sario Kotabaru,95115,2,4,SIUNT,,,
1455,TRD2022082301340,Bunderan,61153,Sarotari,86219,7,9,SIUNT,,,
1456,TRD2022082301440,Bunderan,61153,Satriamekar,17510,2,3,SIUNT,,,
1457,TRD2022082301470,Bunderan,61153,Sedayu,65175,4,6,SIUNT,,,
1458,TRD2022082301341,Bunderan,61153,Sei/Sungai Durian,26219,6,8,SIUNT,,,
1459,TRD2022082301326,Bunderan,61153,Sei/Sungai Pinang Dalam,75117,3,5,SIUNT,,,
1460,TRD2022082301258,Bunderan,61153,Senggowar,64451,4,6,SIUNT,,,
1461,TRD2022082301330,Bunderan,61153,Serdang Kuring,34763,7,9,SIUNT,,,
1462,TRD2022082301476,Bunderan,61153,Setiamekar,17111,1,2,SIUNT,,,
1463,TRD2022082301455,Bunderan,61153,Simpang Petai,28458,7,10,SIUNT,,,
1464,TRD2022082301392,Bunderan,61153,Siyar,67152,3,4,SIUNT,,,
1465,TRD2022082301358,Bunderan,61153,Sokogelap,54262,4,6,SIUNT,,,
1466,TRD2022082301439,Bunderan,61153,Soulowe,94361,11,13,SIUNT,,,
1467,TRD2022082301270,Bunderan,61153,Sukaharja,78813,7,10,SIUNT,,,
1468,TRD2022082301365,Bunderan,61153,Sukarami,31452,7,9,SIUNT,,,
1469,TRD2022082301361,Bunderan,61153,Sukasari,17530,2,3,SIUNT,,,
1470,TRD2022082301254,Bunderan,61153,Sukasari,17530,2,3,SIUNT,,,
1471,TRD2022082301487,Bunderan,61153,Sukasari,17530,2,3,SIUNT,,,
1472,TRD2022082301357,Bunderan,61153,Sukodadi,30154,3,4,SIUNT,,,
1473,TRD2022082301478,Bunderan,61153,Sukosari,66318,3,4,SIUNT,,,
1474,TRD2022082301417,Bunderan,61153,Sumber Garonggong,73652,7,10,SIUNT,,,
1475,TRD2022082301419,Bunderan,61153,Sungai Nangka,76114,2,3,SIUNT,,,
1476,TRD2022082301401,Bunderan,61153,Sungai Paus Firdaus,24410,9,10,SIUNT,,,
1477,TRD2022082301295,Bunderan,61153,Sungai Sibam,28292,2,4,SIUNT,,,
1478,TRD2022082301337,Bunderan,61153,Talang Mulia/Mulya,29355,9,12,SIUNT,,,
1479,TRD2022082301394,Bunderan,61153,Talang Semut,30136,3,4,SIUNT,,,
1480,TRD2022082301408,Bunderan,61153,Tamansari,68174,4,6,SIUNT,,,
1481,TRD2022082301492,Bunderan,61153,Tanah Merah,28284,2,4,SIUNT,,,
1482,TRD2022082301348,Bunderan,61153,Tanah Raja,97713,3,5,SIUNT,,,
1483,TRD2022082301389,Bunderan,61153,Tanjung Ayun Sakti,29124,4,5,SIUNT,,,
1484,TRD2022082301360,Bunderan,61153,Tegalgubug Lor,45162,4,6,SIUNT,,,
1485,TRD2022082301385,Bunderan,61153,Teluk Sono,28559,8,12,SIUNT,,,
1486,TRD2022082301458,Bunderan,61153,Tombolo (Tombo),92371,5,7,SIUNT,,,
1487,TRD2022082301333,Bunderan,61153,Tumbang Tariak,74511,7,9,SIUNT,,,
1488,TRD2022082301400,Bunderan,61153,Umbulsari,68166,4,6,SIUNT,,,
1489,TRD2022082301403,Bunderan,61153,Wedomartani,55584,1,2,SIUNT,,,
1490,TRD2022082301384,Bunderan,61153,West Cengkareng,11730,1,2,SIUNT,,,
1491,TRD2022082301421,Bunderan,61153,Wundupopi,93116,3,4,SIUNT,,,
1492,TRD2022082305073,Bunderan,61153,Ahusen,97127,3,4,SIUNT,,,
1493,TRD2022082305057,Bunderan,61153,Ahusen,97127,3,4,SIUNT,,,
1494,TRD2022082305017,Bunderan,61153,Ambarketawang,55294,1,2,SIUNT,,,
1495,TRD2022082305037,Bunderan,61153,Ampenan Selatan,83114,3,5,SIUNT,,,
1496,TRD2022082305072,Bunderan,61153,Amplas,20229,2,4,SIUNT,,,
1497,TRD2022082305074,Bunderan,61153,Antapani Tengah,40291,2,3,SIUNT,,,
1498,TRD2022082305083,Bunderan,61153,Aro IV Korong,27317,6,8,SIUNT,,,
1499,TRD2022082305079,Bunderan,61153,Badak Anom,15560,1,2,SIUNT,,,
1500,TRD2022082305047,Bunderan,61153,Balandai,91914,3,5,SIUNT,,,
1501,TRD2022082305070,Bunderan,61153,Bali Mester,13310,1,2,SIUNT,,,
1502,TRD2022082305043,Bunderan,61153,Bali Mester,13310,1,2,SIUNT,,,
1503,TRD2022082305028,Bunderan,61153,Baloi Permai,29431,3,4,SIUNT,,,
1504,TRD2022082305069,Bunderan,61153,Bambu Apus,15415,1,2,SIUNT,,,
1505,TRD2022082305053,Bunderan,61153,Bandar Lor,63118,2,3,SIUNT,,,
1506,TRD2022082305081,Bunderan,61153,Bangun Purba,28557,9,12,SIUNT,,,
1507,TRD2022082305023,Bunderan,61153,Banjar Balam,29353,7,10,SIUNT,,,
1508,TRD2022082305019,Bunderan,61153,Baru Ilir,76131,2,3,SIUNT,,,
1509,TRD2022082305082,Bunderan,61153,Barurejo,68488,4,6,SIUNT,,,
1510,TRD2022082305060,Bunderan,61153,Bebalang,80614,5,7,SIUNT,,,
1511,TRD2022082305064,Bunderan,61153,Bengkol,95251,2,4,SIUNT,,,
1512,TRD2022082305088,Bunderan,61153,Benoa,80361,4,6,SIUNT,,,
1513,TRD2022082305042,Bunderan,61153,Birobuli Utara,94231,3,4,SIUNT,,,
1514,TRD2022082305029,Bunderan,61153,Blaru,59114,3,4,SIUNT,,,
1515,TRD2022082305025,Bunderan,61153,Bontorannu,90126,2,3,SIUNT,,,
1516,TRD2022082305061,Bunderan,61153,Bukit Duri,12840,1,2,SIUNT,,,
1517,TRD2022082305080,Bunderan,61153,Bukit Penai,78773,7,10,SIUNT,,,
1518,TRD2022082305054,Bunderan,61153,Bulakrejo,57551,3,4,SIUNT,,,
1519,TRD2022082305087,Bunderan,61153,Buliang,29438,3,4,SIUNT,,,
1520,TRD2022082305050,Bunderan,61153,Buloa,90212,2,3,SIUNT,,,
1521,TRD2022082305026,Bunderan,61153,Bulusan,50277,2,3,SIUNT,,,
1522,TRD2022082305090,Bunderan,61153,Bulustalan,50246,2,3,SIUNT,,,
1523,TRD2022082305016,Bunderan,61153,Cambai,31141,4,5,SIUNT,,,
1524,TRD2022082305010,Bunderan,61153,Cibubur,13720,1,2,SIUNT,,,
1525,TRD2022082305086,Bunderan,61153,Cilandak Timur,12560,1,2,SIUNT,,,
1526,TRD2022082305085,Bunderan,61153,Cinta Damai (Dame),20371,7,10,SIUNT,,,
1527,TRD2022082305040,Bunderan,61153,Cipete,15142,1,2,SIUNT,,,
1528,TRD2022082305077,Bunderan,61153,Dirung Sararung/Sararong,73991,7,10,SIUNT,,,
1529,TRD2022082305030,Bunderan,61153,Dumai Kota,28811,6,8,SIUNT,,,
1530,TRD2022082305051,Bunderan,61153,Galung Maloang,91121,5,7,SIUNT,,,
1531,TRD2022082305048,Bunderan,61153,Gamalama,97721,3,5,SIUNT,,,
1532,TRD2022082305039,Bunderan,61153,Gampong Blang Trieng,24385,6,8,SIUNT,,,
1533,TRD2022082305046,Bunderan,61153,Gelung,68351,4,6,SIUNT,,,
1534,TRD2022082305015,Bunderan,61153,Gunung,22162,7,10,SIUNT,,,
1535,TRD2022082305059,Bunderan,61153,Hangtuah,28462,9,12,SIUNT,,,
1536,TRD2022082305045,Bunderan,61153,Hutatoruan V,22413,6,8,SIUNT,,,
1537,TRD2022082305018,Bunderan,61153,Jelupang,15323,1,2,SIUNT,,,
1538,TRD2022082305084,Bunderan,61153,Kalosi,91754,5,7,SIUNT,,,
1539,TRD2022082305041,Bunderan,61153,Kediri,83362,9,11,SIUNT,,,
1540,TRD2022082305062,Bunderan,61153,Kedungpane,50211,2,3,SIUNT,,,
1541,TRD2022082305009,Bunderan,61153,Kelapa Gading Barat,14240,1,2,SIUNT,,,
1542,TRD2022082305066,Bunderan,61153,Kertajaya,45255,4,6,SIUNT,,,
1543,TRD2022082305065,Bunderan,61153,Koja (Utara-Selatan),14210,1,2,SIUNT,,,
1544,TRD2022082305020,Bunderan,61153,Koto Lembu/Lebu,37111,7,10,SIUNT,,,
1545,TRD2022082305036,Bunderan,61153,Lenteng Agung,12630,1,2,SIUNT,,,
1546,TRD2022082305038,Bunderan,61153,Lubuk Pakam I-II,20511,8,10,SIUNT,,,
1547,TRD2022082305014,Bunderan,61153,Mangkio Baru,94711,8,9,SIUNT,,,
1548,TRD2022082305013,Bunderan,61153,Medan Tenggara,20228,2,4,SIUNT,,,
1549,TRD2022082305089,Bunderan,61153,Mekar Bhuwana,80352,6,9,SIUNT,,,
1550,TRD2022082305032,Bunderan,61153,Minomartani,55581,1,2,SIUNT,,,
1551,TRD2022082305068,Bunderan,61153,Omben,69291,4,6,SIUNT,,,
1552,TRD2022082305076,Bunderan,61153,Panjer,80225,2,3,SIUNT,,,
1553,TRD2022082305058,Bunderan,61153,Pasir Impun,40191,2,3,SIUNT,,,
1554,TRD2022082305075,Bunderan,61153,Pasir Putih,74322,9,11,SIUNT,,,
1555,TRD2022082305012,Bunderan,61153,Puuhopa,93464,11,13,SIUNT,,,
1556,TRD2022082305067,Bunderan,61153,Raut Muara,78556,7,10,SIUNT,,,
1557,TRD2022082305056,Bunderan,61153,Sanankulon,66151,14,24,SIUNT,,,
1558,TRD2022082305035,Bunderan,61153,Sangaji Utara,97751,3,5,SIUNT,,,
1559,TRD2022082305011,Bunderan,61153,Sei/Sungai Pinang Dalam,75117,3,5,SIUNT,,,
1560,TRD2022082305027,Bunderan,61153,Sidas,79356,7,10,SIUNT,,,
1561,TRD2022082305078,Bunderan,61153,Skow Mabo (Skouw Mabo ),99351,4,5,SIUNT,,,
1562,TRD2022082305033,Bunderan,61153,Suka Marga,39264,7,10,SIUNT,,,
1563,TRD2022082305049,Bunderan,61153,Sukasari,17530,2,3,SIUNT,,,
1564,TRD2022082305055,Bunderan,61153,Sukasari,17530,2,3,SIUNT,,,
1565,TRD2022082305021,Bunderan,61153,Sumberbendo,63155,4,6,SIUNT,,,
1566,TRD2022082305031,Bunderan,61153,Tamalea (Talondo I),91562,7,9,SIUNT,,,
1567,TRD2022082305052,Bunderan,61153,Tampumia Radda,91994,7,9,SIUNT,,,
1568,TRD2022082305044,Bunderan,61153,Tande,91413,5,7,SIUNT,,,
1569,TRD2022082305063,Bunderan,61153,Tanjung Baru,32121,5,7,SIUNT,,,
1570,TRD2022082305034,Bunderan,61153,Tarok Dipo,26181,7,10,SIUNT,,,
1571,TRD2022082305071,Bunderan,61153,Tempursari,57466,4,6,SIUNT,,,
1572,TRD2022082305024,Bunderan,61153,West Cengkareng,11730,1,2,SIUNT,,,
1573,TRD2022082305022,Bunderan,61153,Wilalung,59581,4,6,SIUNT,,,
1574,TRD2022082305145,Jelambar Baru,11460,Abian Tubuh Baru,83237,4,5,SIUNT,,,
1575,TRD2022082305134,Jelambar Baru,11460,Aertembaga Dua (II),95526,7,10,SIUNT,,,
1576,TRD2022082305187,Jelambar Baru,11460,Air Itam,33149,3,4,SIUNT,,,
1577,TRD2022082305113,Jelambar Baru,11460,Amassangan,91922,5,7,SIUNT,,,
1578,TRD2022082305099,Jelambar Baru,11460,Ara,92571,2,3,SIUNT,,,
1579,TRD2022082305139,Jelambar Baru,11460,Arjosari,65126,1,2,SIUNT,,,
1580,TRD2022082305185,Jelambar Baru,11460,Bah Lias,21184,7,11,SIUNT,,,
1581,TRD2022082305141,Jelambar Baru,11460,Bahomakmur,94974,9,11,SIUNT,,,
1582,TRD2022082305126,Jelambar Baru,11460,Baloi Permai,29431,1,2,SIUNT,,,
1583,TRD2022082305104,Jelambar Baru,11460,Balongan,45217,3,6,SIUNT,,,
1584,TRD2022082305116,Jelambar Baru,11460,Bandar Utama,20613,5,9,SIUNT,,,
1585,TRD2022082305155,Jelambar Baru,11460,Banguntapan,55198,1,2,SIUNT,,,
1586,TRD2022082305105,Jelambar Baru,11460,Bantan,33452,7,10,SIUNT,,,
1587,TRD2022082305130,Jelambar Baru,11460,Bantargebang,17151,1,2,SIUNT,,,
1588,TRD2022082305108,Jelambar Baru,11460,Bantuas,75253,2,4,SIUNT,,,
1589,TRD2022082305200,Jelambar Baru,11460,Banyumeneng,59567,3,6,SIUNT,,,
1590,TRD2022082305180,Jelambar Baru,11460,Baraya,92351,5,7,SIUNT,,,
1591,TRD2022082305133,Jelambar Baru,11460,Bardao (Berdao),85715,7,12,SIUNT,,,
1592,TRD2022082305165,Jelambar Baru,11460,Batangkaluku,92117,2,4,SIUNT,,,
1593,TRD2022082305103,Jelambar Baru,11460,Batangkaluku,92117,2,4,SIUNT,,,
1594,TRD2022082305179,Jelambar Baru,11460,Bategencu,94661,11,13,SIUNT,,,
1595,TRD2022082305197,Jelambar Baru,11460,Betungan,38214,1,2,SIUNT,,,
1596,TRD2022082305168,Jelambar Baru,11460,Blaru,59114,2,3,SIUNT,,,
1597,TRD2022082305111,Jelambar Baru,11460,Bojonghaleuang,40561,1,2,SIUNT,,,
1598,TRD2022082305121,Jelambar Baru,11460,Bojong Kamal,15820,1,2,SIUNT,,,
1599,TRD2022082305196,Jelambar Baru,11460,Bongas,40562,2,3,SIUNT,,,
1600,TRD2022082305114,Jelambar Baru,11460,Bulak Banteng,60127,1,2,SIUNT,,,
1601,TRD2022082305115,Jelambar Baru,11460,Bulak Banteng,60127,1,2,SIUNT,,,
1602,TRD2022082305100,Jelambar Baru,11460,Bululawang,65171,3,6,SIUNT,,,
1603,TRD2022082305183,Jelambar Baru,11460,Candi,74181,9,11,SIUNT,,,
1604,TRD2022082305173,Jelambar Baru,11460,Candisari,56195,1,2,SIUNT,,,
1605,TRD2022082305128,Jelambar Baru,11460,Cempaka Putih,15411,1,2,SIUNT,,,
1606,TRD2022082305172,Jelambar Baru,11460,Cideng,10150,1,2,SIUNT,,,
1607,TRD2022082305163,Jelambar Baru,11460,Ciomas Rahayu,16610,1,2,SIUNT,,,
1608,TRD2022082305149,Jelambar Baru,11460,Dadok Tunggul Hitam,25176,1,3,SIUNT,,,
1609,TRD2022082305132,Jelambar Baru,11460,Daenaa,96215,7,9,SIUNT,,,
1610,TRD2022082305158,Jelambar Baru,11460,Durian Banggal,21156,5,9,SIUNT,,,
1611,TRD2022082305119,Jelambar Baru,11460,Gamalama,97721,2,4,SIUNT,,,
1612,TRD2022082305147,Jelambar Baru,11460,Gamalama,97721,2,4,SIUNT,,,
1613,TRD2022082305124,Jelambar Baru,11460,Gebang Putih,60117,1,2,SIUNT,,,
1614,TRD2022082305118,Jelambar Baru,11460,Gedong Pakuan/Pakuon,35222,1,2,SIUNT,,,
1615,TRD2022082305199,Jelambar Baru,11460,Gunung Panjang,75131,2,4,SIUNT,,,
1616,TRD2022082305107,Jelambar Baru,11460,Gunungtua,41286,3,6,SIUNT,,,
1617,TRD2022082305186,Jelambar Baru,11460,Jatimekar,17422,1,2,SIUNT,,,
1618,TRD2022082305131,Jelambar Baru,11460,Jatirejo,50223,1,2,SIUNT,,,
1619,TRD2022082305178,Jelambar Baru,11460,Jelayan,78874,7,10,SIUNT,,,
1620,TRD2022082305101,Jelambar Baru,11460,Kabar,83671,7,10,SIUNT,,,
1621,TRD2022082305191,Jelambar Baru,11460,Kadipaten,55132,1,2,SIUNT,,,
1622,TRD2022082305135,Jelambar Baru,11460,Kaobula,93721,9,11,SIUNT,,,
1623,TRD2022082305169,Jelambar Baru,11460,Karang Tunggal,75572,7,10,SIUNT,,,
1624,TRD2022082305151,Jelambar Baru,11460,Karya Bakti,23893,14,16,SIUNT,,,
1625,TRD2022082305143,Jelambar Baru,11460,Kayumalue Ngapa,94146,2,4,SIUNT,,,
1626,TRD2022082305129,Jelambar Baru,11460,Kedung Dowo,68371,3,6,SIUNT,,,
1627,TRD2022082305148,Jelambar Baru,11460,Kranggan,53164,3,4,SIUNT,,,
1628,TRD2022082305138,Jelambar Baru,11460,Krukut,16512,1,2,SIUNT,,,
1629,TRD2022082305166,Jelambar Baru,11460,Kubu Parak Karakah (Dalam),25126,1,3,SIUNT,,,
1630,TRD2022082305102,Jelambar Baru,11460,Laboi Jaya,28463,5,9,SIUNT,,,
1631,TRD2022082305157,Jelambar Baru,11460,Laksamana,28821,4,7,SIUNT,,,
1632,TRD2022082305189,Jelambar Baru,11460,Lamaeo,93661,9,11,SIUNT,,,
1633,TRD2022082305122,Jelambar Baru,11460,Lamaru,76117,1,4,SIUNT,,,
1634,TRD2022082305110,Jelambar Baru,11460,Lam Kawe,23352,3,6,SIUNT,,,
1635,TRD2022082305170,Jelambar Baru,11460,Lateri,97231,2,3,SIUNT,,,
1636,TRD2022082305174,Jelambar Baru,11460,Lengkong,53463,3,6,SIUNT,,,
1637,TRD2022082305127,Jelambar Baru,11460,Lepolima,86116,7,12,SIUNT,,,
1638,TRD2022082305201,Jelambar Baru,11460,Lubuk Pandan,25584,5,9,SIUNT,,,
1639,TRD2022082305188,Jelambar Baru,11460,Mandiangin,37492,5,9,SIUNT,,,
1640,TRD2022082305181,Jelambar Baru,11460,Manggala,79672,5,8,SIUNT,,,
1641,TRD2022082305198,Jelambar Baru,11460,Mangkio Baru,94711,7,9,SIUNT,,,
1642,TRD2022082305123,Jelambar Baru,11460,Margahayu Selatan,40226,1,2,SIUNT,,,
1643,TRD2022082305146,Jelambar Baru,11460,Margalaksana,45311,2,3,SIUNT,,,
1644,TRD2022082305117,Jelambar Baru,11460,Matawai Maringu,87171,12,15,SIUNT,,,
1645,TRD2022082305106,Jelambar Baru,11460,Mega Timur,78393,7,10,SIUNT,,,
1646,TRD2022082305137,Jelambar Baru,11460,Mekarsari,40552,1,2,SIUNT,,,
1647,TRD2022082305195,Jelambar Baru,11460,Narasaosina,86261,12,15,SIUNT,,,
1648,TRD2022082305164,Jelambar Baru,11460,Nobal,78655,7,10,SIUNT,,,
1649,TRD2022082305162,Jelambar Baru,11460,Padang Batung,71281,9,12,SIUNT,,,
1650,TRD2022082305156,Jelambar Baru,11460,Padang Siandomang,22473,7,11,SIUNT,,,
1651,TRD2022082305120,Jelambar Baru,11460,Pamagersari,16330,1,2,SIUNT,,,
1652,TRD2022082305098,Jelambar Baru,11460,Pamijen,52273,2,3,SIUNT,,,
1653,TRD2022082305161,Jelambar Baru,11460,Pasir Putih,74322,9,11,SIUNT,,,
1654,TRD2022082305140,Jelambar Baru,11460,Pasir Putih,36139,2,3,SIUNT,,,
1655,TRD2022082305167,Jelambar Baru,11460,Pemenang Timur,83352,14,16,SIUNT,,,
1656,TRD2022082305192,Jelambar Baru,11460,Pengadegan,12770,1,2,SIUNT,,,
1657,TRD2022082305136,Jelambar Baru,11460,Penggantungan,38221,1,2,SIUNT,,,
1658,TRD2022082305153,Jelambar Baru,11460,Penkase Oeleta,85231,3,5,SIUNT,,,
1659,TRD2022082305125,Jelambar Baru,11460,Perdamaian,24475,3,5,SIUNT,,,
1660,TRD2022082305112,Jelambar Baru,11460,Pinang Sebatang Barat,28772,5,9,SIUNT,,,
1661,TRD2022082305175,Jelambar Baru,11460,Pulokulon,58181,3,6,SIUNT,,,
1662,TRD2022082305177,Jelambar Baru,11460,Putra Lempuyang,35213,4,7,SIUNT,,,
1663,TRD2022082305154,Jelambar Baru,11460,Rantau Telang,31654,5,8,SIUNT,,,
1664,TRD2022082305176,Jelambar Baru,11460,Rungkut Tengah,60293,1,2,SIUNT,,,
1665,TRD2022082305109,Jelambar Baru,11460,Salibabu Utara,95871,7,10,SIUNT,,,
1666,TRD2022082305144,Jelambar Baru,11460,Sei/Sungai Kitano,70617,7,10,SIUNT,,,
1667,TRD2022082305097,Jelambar Baru,11460,Sentul,16810,1,2,SIUNT,,,
1668,TRD2022082305184,Jelambar Baru,11460,Setiamekar,17111,1,2,SIUNT,,,
1669,TRD2022082305194,Jelambar Baru,11460,Simandolak,29566,5,9,SIUNT,,,
1670,TRD2022082305171,Jelambar Baru,11460,Skow Mabo (Skouw Mabo ),99351,4,6,SIUNT,,,
1671,TRD2022082305190,Jelambar Baru,11460,Sukasari,17530,1,2,SIUNT,,,
1672,TRD2022082305193,Jelambar Baru,11460,Sukasari,17530,1,2,SIUNT,,,
1673,TRD2022082305159,Jelambar Baru,11460,Tanjung Leidong,21475,5,9,SIUNT,,,
1674,TRD2022082305150,Jelambar Baru,11460,Teluk Lingga,75683,7,9,SIUNT,,,
1675,TRD2022082305182,Jelambar Baru,11460,Tigapanah,22171,7,11,SIUNT,,,
1676,TRD2022082305160,Jelambar Baru,11460,Tumbang Liting,74413,7,9,SIUNT,,,
1677,TRD2022082305142,Jelambar Baru,11460,Tumori Balohili,22811,12,15,SIUNT,,,
1678,TRD2022082305152,Jelambar Baru,11460,Ulujami,12230,1,2,SIUNT,,,
1679,TRD2022082305208,BlokQ2 Timur,14450,Akcaya,78121,3,5,SIUNT,,,
1680,TRD2022082305227,BlokQ2 Timur,14450,Anaiwoi,93118,2,4,SIUNT,,,
1681,TRD2022082305229,BlokQ2 Timur,14450,Anduonohu,93231,2,4,SIUNT,,,
1682,TRD2022082305245,BlokQ2 Timur,14450,Babakan Asih,40232,1,2,SIUNT,,,
1683,TRD2022082305216,BlokQ2 Timur,14450,Bakunase Dua,85116,3,5,SIUNT,,,
1684,TRD2022082305238,BlokQ2 Timur,14450,Balam Sempurna Kota,28992,5,9,SIUNT,,,
1685,TRD2022082305206,BlokQ2 Timur,14450,Batu Manangis,74281,11,13,SIUNT,,,
1686,TRD2022082305240,BlokQ2 Timur,14450,Beja,86413,5,8,SIUNT,,,
1687,TRD2022082305222,BlokQ2 Timur,14450,Benua Anyar,70239,3,4,SIUNT,,,
1688,TRD2022082305234,BlokQ2 Timur,14450,Benua Hanyar (Banua Hanyar),70654,7,10,SIUNT,,,
1689,TRD2022082305204,BlokQ2 Timur,14450,Benua Harapan,75654,10,12,SIUNT,,,
1690,TRD2022082305233,BlokQ2 Timur,14450,Bira,90243,2,3,SIUNT,,,
1691,TRD2022082305209,BlokQ2 Timur,14450,Biru,92714,7,9,SIUNT,,,
1692,TRD2022082305211,BlokQ2 Timur,14450,Blendung,52371,3,6,SIUNT,,,
1693,TRD2022082305225,BlokQ2 Timur,14450,Cengkeh Turi,20747,4,7,SIUNT,,,
1694,TRD2022082305210,BlokQ2 Timur,14450,Cibinong,16911,1,2,SIUNT,,,
1695,TRD2022082305223,BlokQ2 Timur,14450,Curug Kulon,15810,1,2,SIUNT,,,
1696,TRD2022082305246,BlokQ2 Timur,14450,Duren Sawit,13440,1,2,SIUNT,,,
1697,TRD2022082305230,BlokQ2 Timur,14450,Kalosi,91754,5,7,SIUNT,,,
1698,TRD2022082305226,BlokQ2 Timur,14450,Kapuk,14470,1,2,SIUNT,,,
1699,TRD2022082305213,BlokQ2 Timur,14450,Kawatuna,94233,2,4,SIUNT,,,
1700,TRD2022082305221,BlokQ2 Timur,14450,Kebon Bawang,14320,1,2,SIUNT,,,
1701,TRD2022082305214,BlokQ2 Timur,14450,Liluwo,96138,3,4,SIUNT,,,
1702,TRD2022082305212,BlokQ2 Timur,14450,Margajaya,16116,1,2,SIUNT,,,
1703,TRD2022082305218,BlokQ2 Timur,14450,Mekar Baru,78391,6,8,SIUNT,,,
